offense,defense,type,yardsPlay,successPlay,quarter,offensePointsAhead,down,yardsToGo,yardsOwnGoal,shotgunPlay,yardsDrive,playsDrive,driveRushes,drivePasses,resultDrive,week
TB,SF,RUSH,0.0,0,3,-6,1.0,10.0,25.0,0,-3,2,1,1,INT,1
TB,SF,PASS,0.0,0,3,-13,1.0,10.0,25.0,0,75,11,4,7,TD,1
SF,TB,RUSH,10.0,1,3,6,1.0,10.0,25.0,0,36,8,5,2,MFG,1
TB,SF,RUSH,11.0,1,3,-6,1.0,10.0,47.0,0,51,9,5,4,DWNS,1
SF,TB,RUSH,3.0,1,4,6,1.0,10.0,2.0,0,2,6,5,1,PUNT,1
TB,SF,RUSH,9.0,1,4,-6,1.0,10.0,59.0,0,28,6,4,1,FG,1
SF,TB,PASS,0.0,0,4,3,1.0,10.0,25.0,0,46,8,3,4,FG,1
TB,SF,PASS,0.0,0,4,-6,1.0,10.0,21.0,1,0,1,0,1,INT,1
TB,SF,PASS,9.0,1,4,-14,1.0,10.0,25.0,1,38,8,0,8,DWNS,1
SF,TB,RUSH,-1.0,0,4,14,1.0,10.0,37.0,0,-2,2,2,0,ENDQ,1
NE,PIT,RUSH,-1.0,0,1,0,1.0,10.0,20.0,0,15,6,5,1,PUNT,1
PIT,NE,RUSH,4.0,1,1,0,1.0,10.0,12.0,0,27,7,4,3,PUNT,1
NE,PIT,PASS,0.0,0,1,0,1.0,10.0,18.0,1,82,7,2,5,TD,1
PIT,NE,RUSH,2.0,0,1,-7,1.0,10.0,25.0,1,-1,3,1,2,PUNT,1
NE,PIT,PASS,22.0,1,1,7,1.0,10.0,38.0,0,55,12,4,7,FG,1
PIT,NE,PASS,8.0,1,2,-10,1.0,10.0,21.0,1,9,3,1,2,PUNT,1
NE,PIT,RUSH,3.0,0,2,10,1.0,10.0,35.0,0,3,3,1,2,PUNT,1
NE,PIT,RUSH,4.0,1,2,10,1.0,10.0,20.0,0,80,6,2,4,TD,1
PIT,NE,PASS,0.0,0,2,-17,1.0,10.0,25.0,1,28,7,0,7,DWNS,1
NE,PIT,PASS,11.0,1,2,17,1.0,10.0,47.0,1,30,8,0,7,FG,1
PIT,NE,RUSH,4.0,1,2,-20,1.0,10.0,25.0,1,4,1,1,0,ENDQ,1
PIT,NE,PASS,5.0,1,3,-20,1.0,10.0,25.0,1,74,11,2,8,FG,1
NE,PIT,PASS,17.0,1,3,17,1.0,10.0,25.0,0,75,4,1,3,TD,1
PIT,NE,PASS,7.0,1,3,-24,1.0,10.0,28.0,1,25,5,0,5,PUNT,1
NE,PIT,PASS,4.0,1,3,24,1.0,10.0,10.0,1,73,9,4,4,FG,1
PIT,NE,PASS,9.0,1,3,-27,1.0,10.0,25.0,1,30,8,0,8,DWNS,1
NE,PIT,RUSH,3.0,1,4,27,1.0,10.0,45.0,0,34,13,7,5,FG,1
PIT,NE,RUSH,0.0,0,4,-30,1.0,10.0,25.0,1,34,5,1,4,INT,1
NE,PIT,RUSH,0.0,0,4,30,1.0,10.0,20.0,0,-3,3,3,0,PUNT,1
PIT,NE,PASS,2.0,0,4,-30,1.0,10.0,45.0,1,50,9,0,9,ENDQ,1
HOU,NO,RUSH,9.0,1,1,0,1.0,10.0,25.0,0,2,5,2,3,PUNT,1
NO,HOU,PASS,9.0,1,1,0,1.0,10.0,14.0,1,41,5,0,5,PUNT,1
HOU,NO,RUSH,11.0,1,1,0,1.0,10.0,10.0,1,13,4,1,3,PUNT,1
NO,HOU,RUSH,7.0,1,1,0,1.0,10.0,51.0,1,38,8,3,5,INT,1
HOU,NO,PASS,54.0,1,1,0,1.0,10.0,6.0,1,94,7,3,4,TD,1
NO,HOU,PASS,0.0,0,2,-7,1.0,10.0,21.0,0,65,11,3,7,FG,1
HOU,NO,PASS,3.0,0,2,4,1.0,10.0,25.0,0,75,16,7,9,TD,1
NO,HOU,PASS,12.0,1,2,-11,1.0,10.0,25.0,1,37,7,0,6,MFG,1
NO,HOU,PASS,11.0,1,3,-11,1.0,10.0,17.0,0,83,5,2,3,TD,1
HOU,NO,RUSH,13.0,1,3,4,1.0,10.0,25.0,1,75,9,5,4,TD,1
NO,HOU,PASS,11.0,1,3,-11,1.0,10.0,25.0,1,75,11,4,7,TD,1
HOU,NO,PASS,0.0,0,3,4,1.0,10.0,16.0,0,2,3,1,2,INT,1
NO,HOU,PASS,9.0,1,3,-4,1.0,10.0,51.0,0,49,4,1,3,TD,1
HOU,NO,PASS,-4.0,0,4,-3,1.0,10.0,25.0,1,18,6,1,5,PUNT,1
HOU,NO,RUSH,4.0,1,4,-3,1.0,10.0,4.0,1,41,7,3,4,PUNT,1
NO,HOU,RUSH,2.0,0,4,3,1.0,10.0,7.0,0,64,8,5,2,FG,1
HOU,NO,PASS,38.0,1,4,-6,1.0,10.0,25.0,1,75,2,0,2,TD,1
NO,HOU,PASS,15.0,1,4,-1,1.0,10.0,25.0,1,35,6,0,5,FG,1
OAK,DEN,RUSH,4.0,1,1,0,1.0,10.0,28.0,0,72,10,5,5,TD,1
DEN,OAK,RUSH,-5.0,0,1,-7,1.0,10.0,25.0,0,6,3,1,2,PUNT,1
OAK,DEN,RUSH,3.0,0,1,7,1.0,10.0,14.0,0,34,7,1,6,PUNT,1
DEN,OAK,PASS,30.0,1,1,-7,1.0,10.0,20.0,1,37,8,4,4,PUNT,1
DEN,OAK,RUSH,8.0,1,2,-14,1.0,10.0,25.0,0,29,11,2,8,MFG,1
DEN,OAK,RUSH,2.0,0,3,-14,1.0,10.0,25.0,0,67,12,6,5,FG,1
OAK,DEN,RUSH,0.0,0,3,11,1.0,10.0,25.0,0,9,3,2,1,PUNT,1
DEN,OAK,RUSH,8.0,1,3,-11,1.0,10.0,24.0,0,68,10,6,3,FG,1
OAK,DEN,PASS,0.0,0,3,8,1.0,10.0,25.0,0,26,6,2,4,PUNT,1
DEN,OAK,PASS,9.0,1,3,-8,1.0,10.0,5.0,0,7,3,1,2,PUNT,1
OAK,DEN,PASS,28.0,1,4,8,1.0,10.0,40.0,0,60,5,2,3,TD,1
DEN,OAK,RUSH,0.0,0,4,-15,1.0,10.0,25.0,1,54,6,2,3,FG,1
OAK,DEN,RUSH,8.0,1,4,12,1.0,10.0,70.0,0,19,6,5,0,FG,1
DEN,OAK,PASS,25.0,1,4,-15,1.0,10.0,25.0,1,75,8,1,7,TD,1
OAK,DEN,RUSH,1.0,0,4,8,1.0,10.0,25.0,0,24,5,4,1,ENDQ,1
TB,CAR,PASS,22.0,1,1,0,1.0,10.0,25.0,0,18,4,1,3,PUNT,2
CAR,TB,PASS,12.0,1,1,0,1.0,10.0,10.0,1,43,9,5,4,DWNS,2
TB,CAR,RUSH,2.0,0,1,0,1.0,10.0,47.0,0,32,6,3,2,FG,2
CAR,TB,PASS,44.0,1,1,-3,1.0,10.0,25.0,1,61,8,1,6,FG,2
TB,CAR,RUSH,2.0,0,1,0,1.0,10.0,25.0,0,9,3,1,2,PUNT,2
CAR,TB,RUSH,5.0,1,1,0,1.0,10.0,22.0,0,3,6,4,2,PUNT,2
CAR,TB,PASS,16.0,1,2,0,1.0,10.0,58.0,1,23,5,0,4,FG,2
TB,CAR,PASS,7.0,1,2,-3,1.0,10.0,25.0,0,19,5,2,3,PUNT,2
CAR,TB,PASS,11.0,1,2,3,1.0,10.0,7.0,1,13,4,1,3,PUNT,2
TB,CAR,PASS,41.0,1,2,-3,1.0,10.0,28.0,0,72,5,2,3,TD,2
CAR,TB,PASS,8.0,1,2,-4,1.0,10.0,25.0,1,39,9,1,7,FG,2
CAR,TB,PASS,33.0,1,3,-1,1.0,10.0,25.0,1,25,4,0,4,PUNT,2
TB,CAR,RUSH,1.0,0,3,1,1.0,10.0,8.0,0,-3,3,2,1,PUNT,2
CAR,TB,RUSH,0.0,0,3,-1,1.0,10.0,38.0,0,29,6,2,3,FG,2
TB,CAR,RUSH,-3.0,0,3,-2,1.0,10.0,25.0,0,75,7,5,2,TD,2
CAR,TB,PASS,11.0,1,3,-5,1.0,10.0,25.0,1,19,4,2,2,FUM,2
TB,CAR,RUSH,13.0,1,3,5,1.0,10.0,55.0,0,21,7,3,3,MFG,2
CAR,TB,PASS,18.0,1,4,-5,1.0,10.0,32.0,1,16,4,0,4,PUNT,2
TB,CAR,PASS,0.0,0,4,5,1.0,10.0,3.0,0,-3,2,1,1,SAF,2
CAR,TB,PASS,0.0,0,4,-3,1.0,10.0,46.0,1,9,4,2,2,DWNS,2
TB,CAR,PASS,-10.0,0,4,3,1.0,10.0,46.0,0,-15,3,0,3,PUNT,2
CAR,TB,PASS,0.0,0,4,-3,1.0,10.0,21.0,1,0,3,0,3,PUNT,2
TB,CAR,RUSH,3.0,1,4,3,1.0,10.0,33.0,0,53,11,7,3,FG,2
CAR,TB,PASS,24.0,1,4,-6,1.0,10.0,25.0,1,73,11,1,10,DWNS,2
TB,CAR,RUSH,2.0,0,4,6,1.0,10.0,2.0,0,0,3,3,0,ENDQ,2
ARI,BAL,RUSH,7.0,1,1,0,1.0,10.0,25.0,1,19,5,2,3,PUNT,2
BAL,ARI,PASS,14.0,1,1,0,1.0,10.0,6.0,1,94,7,2,5,TD,2
ARI,BAL,PASS,0.0,0,1,-7,1.0,10.0,23.0,1,2,3,2,1,PUNT,2
BAL,ARI,RUSH,2.0,0,1,7,1.0,10.0,50.0,1,7,4,2,2,DWNS,2
ARI,BAL,PASS,8.0,1,1,-7,1.0,10.0,43.0,1,53,7,1,5,FG,2
BAL,ARI,PASS,0.0,0,1,4,1.0,10.0,25.0,1,60,9,3,5,FG,2
ARI,BAL,PASS,5.0,1,2,-7,1.0,10.0,14.0,1,83,13,2,10,FG,2
BAL,ARI,RUSH,6.0,1,2,4,1.0,10.0,15.0,1,85,9,4,5,TD,2
ARI,BAL,RUSH,4.0,1,2,-11,1.0,10.0,6.0,1,17,6,1,5,PUNT,2
BAL,ARI,RUSH,2.0,0,2,11,1.0,10.0,45.0,1,-9,3,2,1,PUNT,2
ARI,BAL,PASS,0.0,0,2,-11,1.0,10.0,17.0,1,17,4,0,4,ENDQ,2
BAL,ARI,PASS,0.0,0,3,11,1.0,10.0,25.0,1,4,3,1,2,PUNT,2
ARI,BAL,RUSH,3.0,0,3,-11,1.0,10.0,17.0,1,81,9,2,6,FG,2
BAL,ARI,RUSH,1.0,0,3,8,1.0,10.0,20.0,1,70,16,5,10,FG,2
ARI,BAL,PASS,54.0,1,4,-11,1.0,10.0,21.0,1,79,5,1,3,TD,2
BAL,ARI,RUSH,2.0,0,4,3,1.0,10.0,25.0,1,42,9,3,5,FG,2
ARI,BAL,PASS,-7.0,0,4,-6,1.0,10.0,25.0,1,1,3,0,3,PUNT,2
BAL,ARI,PASS,0.0,0,4,6,1.0,10.0,31.0,1,24,7,4,3,PUNT,2
ARI,BAL,PASS,0.0,0,4,-6,1.0,10.0,9.0,1,-6,3,0,3,PUNT,2
BAL,ARI,RUSH,-5.0,0,4,6,1.0,10.0,45.0,1,48,8,7,1,ENDQ,2
NYG,BUF,RUSH,6.0,1,1,0,1.0,10.0,25.0,0,75,5,5,0,TD,2
BUF,NYG,RUSH,4.0,1,1,-7,1.0,10.0,25.0,0,3,3,1,2,PUNT,2
NYG,BUF,RUSH,5.0,1,1,7,1.0,10.0,30.0,0,0,3,1,2,PUNT,2
BUF,NYG,RUSH,4.0,1,1,-7,1.0,10.0,25.0,0,75,10,6,4,TD,2
NYG,BUF,RUSH,1.0,0,1,0,1.0,10.0,22.0,0,1,3,1,2,PUNT,2
BUF,NYG,PASS,18.0,1,1,0,1.0,10.0,30.0,1,70,11,3,8,TD,2
NYG,BUF,PASS,14.0,1,2,-7,1.0,10.0,25.0,1,15,4,1,3,PUNT,2
BUF,NYG,RUSH,1.0,0,2,7,1.0,10.0,2.0,0,98,7,2,5,TD,2
NYG,BUF,RUSH,1.0,0,2,-14,1.0,10.0,14.0,0,57,14,3,10,MFG,2
BUF,NYG,RUSH,-2.0,0,2,14,1.0,10.0,38.0,1,7,3,1,2,PUNT,2
NYG,BUF,PASS,12.0,1,2,-14,1.0,10.0,67.0,1,12,2,0,2,INT,2
BUF,NYG,RUSH,-1.0,0,2,14,1.0,10.0,28.0,0,-2,2,2,0,ENDQ,2
BUF,NYG,RUSH,3.0,0,3,14,1.0,10.0,25.0,1,-2,3,1,2,PUNT,2
NYG,BUF,RUSH,3.0,0,3,-14,1.0,10.0,37.0,0,11,8,2,6,PUNT,2
NYG,BUF,RUSH,-1.0,0,3,-14,1.0,10.0,20.0,1,7,3,1,2,PUNT,2
NYG,BUF,RUSH,1.0,0,3,-14,1.0,10.0,24.0,0,76,12,5,7,TD,2
BUF,NYG,PASS,12.0,1,4,7,1.0,10.0,25.0,0,75,13,8,5,TD,2
BUF,NYG,RUSH,0.0,0,4,14,1.0,10.0,58.0,0,2,3,3,0,PUNT,2
NYG,BUF,PASS,33.0,1,4,-14,1.0,10.0,13.0,1,36,4,0,4,INT,2
NYG,BUF,PASS,8.0,1,4,-14,1.0,10.0,40.0,1,48,3,0,3,ENDQ,2
WAS,DAL,PASS,0.0,0,1,0,1.0,10.0,25.0,0,17,5,1,4,PUNT,2
DAL,WAS,RUSH,2.0,0,1,0,1.0,10.0,10.0,0,6,3,1,2,PUNT,2
DAL,WAS,PASS,6.0,1,1,0,1.0,10.0,10.0,0,33,6,2,4,INT,2
WAS,DAL,RUSH,6.0,1,1,0,1.0,10.0,62.0,0,38,10,8,2,TD,2
DAL,WAS,RUSH,5.0,1,2,-7,1.0,10.0,25.0,0,-3,3,1,2,PUNT,2
WAS,DAL,RUSH,10.0,1,2,7,1.0,10.0,26.0,0,13,5,3,2,PUNT,2
DAL,WAS,RUSH,8.0,1,2,-7,1.0,10.0,3.0,0,97,7,3,4,TD,2
WAS,DAL,PASS,0.0,0,2,0,1.0,10.0,25.0,0,7,3,0,3,PUNT,2
DAL,WAS,RUSH,2.0,0,2,0,1.0,10.0,17.0,0,83,11,6,5,TD,2
WAS,DAL,RUSH,-1.0,0,2,-7,1.0,10.0,19.0,0,-1,1,1,0,ENDQ,2
DAL,WAS,PASS,8.0,1,3,7,1.0,10.0,25.0,0,75,9,4,5,TD,2
WAS,DAL,RUSH,0.0,0,3,-14,1.0,10.0,25.0,1,75,11,2,9,TD,2
DAL,WAS,PASS,22.0,1,3,7,1.0,10.0,25.0,0,68,11,4,6,FG,2
WAS,DAL,RUSH,2.0,0,4,-10,1.0,10.0,25.0,0,29,6,2,4,DWNS,2
DAL,WAS,RUSH,2.0,0,4,10,1.0,10.0,46.0,1,54,10,7,3,TD,2
WAS,DAL,PASS,16.0,1,4,-17,1.0,10.0,25.0,1,75,11,0,11,TD,2
DAL,WAS,RUSH,3.0,1,4,10,1.0,10.0,13.0,0,45,6,6,0,ENDQ,2
TEN,IND,PASS,0.0,0,1,0,1.0,10.0,28.0,1,9,3,1,2,PUNT,2
IND,TEN,PASS,8.0,1,1,0,1.0,10.0,22.0,0,78,7,2,5,TD,2
TEN,IND,RUSH,3.0,0,1,-7,1.0,10.0,25.0,1,9,3,1,2,PUNT,2
TEN,IND,PASS,9.0,1,1,-7,1.0,10.0,28.0,0,72,10,4,6,TD,2
IND,TEN,PASS,0.0,0,2,0,1.0,10.0,27.0,0,73,12,8,4,TD,2
TEN,IND,PASS,7.0,1,2,-6,1.0,10.0,25.0,0,-10,5,2,3,PUNT,2
IND,TEN,RUSH,3.0,0,2,6,1.0,10.0,44.0,0,4,3,2,1,INT,2
TEN,IND,PASS,0.0,0,2,-6,1.0,10.0,40.0,1,13,5,0,5,PUNT,2
IND,TEN,PASS,9.0,1,2,6,1.0,10.0,10.0,1,41,8,1,7,ENDQ,2
IND,TEN,RUSH,1.0,0,3,6,1.0,10.0,10.0,0,3,3,2,1,PUNT,2
TEN,IND,RUSH,7.0,1,3,-6,1.0,10.0,60.0,1,40,4,3,1,TD,2
IND,TEN,PASS,9.0,1,3,-1,1.0,10.0,25.0,0,20,8,5,3,FUM,2
TEN,IND,RUSH,12.0,1,3,1,1.0,10.0,55.0,0,14,5,2,2,FG,2
IND,TEN,PASS,0.0,0,3,-4,1.0,10.0,25.0,1,12,6,3,3,PUNT,2
TEN,IND,RUSH,11.0,1,3,4,1.0,10.0,13.0,0,60,11,8,2,MFG,2
IND,TEN,PASS,5.0,1,4,-4,1.0,10.0,35.0,1,5,3,1,2,PUNT,2
TEN,IND,RUSH,2.0,0,4,4,1.0,10.0,20.0,0,5,3,2,1,PUNT,2
IND,TEN,PASS,3.0,0,4,-4,1.0,10.0,31.0,1,69,4,2,2,TD,2
TEN,IND,PASS,0.0,0,4,-2,1.0,10.0,25.0,1,9,3,0,3,PUNT,2
TEN,IND,PASS,4.0,1,4,-2,1.0,10.0,28.0,1,27,6,1,5,DWNS,2
IND,TEN,RUSH,-1.0,0,4,2,1.0,10.0,45.0,0,-1,1,1,0,ENDQ,2
JAC,HOU,RUSH,3.0,0,1,0,1.0,10.0,25.0,1,9,5,2,3,PUNT,2
HOU,JAC,RUSH,6.0,1,1,0,1.0,10.0,17.0,0,9,3,1,2,PUNT,2
JAC,HOU,RUSH,3.0,0,1,0,1.0,10.0,26.0,1,5,3,2,1,PUNT,2
HOU,JAC,PASS,6.0,1,1,0,1.0,10.0,8.0,1,71,15,5,9,FG,2
JAC,HOU,RUSH,1.0,0,1,-3,1.0,10.0,15.0,0,29,6,3,3,PUNT,2
HOU,JAC,PASS,28.0,1,2,3,1.0,10.0,8.0,1,23,4,1,3,PUNT,2
JAC,HOU,RUSH,2.0,0,2,-3,1.0,10.0,15.0,0,4,3,1,2,PUNT,2
HOU,JAC,RUSH,0.0,0,2,3,1.0,10.0,33.0,0,-8,3,1,2,PUNT,2
JAC,HOU,PASS,7.0,1,2,-3,1.0,10.0,31.0,1,47,10,3,6,FG,2
HOU,JAC,RUSH,14.0,1,2,0,1.0,10.0,25.0,1,71,11,3,7,FG,2
JAC,HOU,RUSH,1.0,0,3,-3,1.0,10.0,25.0,0,16,5,2,3,PUNT,2
HOU,JAC,PASS,7.0,1,3,3,1.0,10.0,12.0,1,15,5,2,3,PUNT,2
JAC,HOU,PASS,14.0,1,3,-3,1.0,10.0,36.0,0,16,4,2,2,PUNT,2
HOU,JAC,RUSH,8.0,1,3,3,1.0,10.0,1.0,0,30,9,7,2,PUNT,2
HOU,JAC,PASS,0.0,0,4,3,1.0,10.0,89.0,0,11,4,3,1,TD,2
JAC,HOU,RUSH,0.0,0,4,-10,1.0,10.0,25.0,1,61,9,1,7,FG,2
HOU,JAC,RUSH,1.0,0,4,7,1.0,10.0,25.0,0,2,5,3,2,PUNT,2
JAC,HOU,RUSH,4.0,1,4,-7,1.0,10.0,32.0,1,68,15,5,9,TD,2
HOU,JAC,RUSH,-1.0,0,4,1,1.0,10.0,52.0,0,-1,1,1,0,ENDQ,2
LAC,DET,PASS,0.0,0,1,0,1.0,10.0,26.0,1,3,3,1,2,PUNT,2
DET,LAC,RUSH,2.0,0,1,0,1.0,10.0,21.0,0,3,3,2,1,PUNT,2
LAC,DET,RUSH,2.0,0,1,0,1.0,10.0,32.0,0,68,9,4,5,TD,2
DET,LAC,PASS,7.0,1,1,-7,1.0,10.0,25.0,1,75,8,3,5,TD,2
LAC,DET,PASS,6.0,1,1,1,1.0,10.0,25.0,0,1,3,1,2,PUNT,2
DET,LAC,RUSH,9.0,1,1,-1,1.0,10.0,14.0,0,32,8,4,4,PUNT,2
LAC,DET,RUSH,12.0,1,2,1,1.0,10.0,12.0,1,16,4,2,2,PUNT,2
DET,LAC,RUSH,17.0,1,2,-1,1.0,10.0,14.0,0,64,10,6,3,MFG,2
LAC,DET,PASS,1.0,0,2,1,1.0,10.0,30.0,1,9,4,1,3,PUNT,2
DET,LAC,PASS,3.0,0,2,-1,1.0,10.0,20.0,1,34,6,2,4,PUNT,2
LAC,DET,RUSH,2.0,0,2,1,1.0,10.0,3.0,0,76,7,1,5,FG,2
DET,LAC,PASS,6.0,1,3,-4,1.0,10.0,3.0,0,8,3,2,1,PUNT,2
LAC,DET,RUSH,8.0,1,3,4,1.0,10.0,37.0,0,42,8,3,4,MFG,2
DET,LAC,PASS,10.0,1,3,-4,1.0,10.0,29.0,0,5,2,0,2,INT,2
LAC,DET,RUSH,5.0,1,3,4,1.0,10.0,15.0,1,62,8,4,3,MFG,2
DET,LAC,RUSH,4.0,1,4,-4,1.0,10.0,31.0,1,69,8,3,5,TD,2
LAC,DET,PASS,0.0,0,4,-3,1.0,10.0,20.0,1,52,13,5,8,INT,2
DET,LAC,RUSH,1.0,0,4,3,1.0,10.0,20.0,0,10,4,3,1,ENDQ,2
GB,MIN,PASS,39.0,1,1,0,1.0,10.0,25.0,0,75,4,2,2,TD,2
MIN,GB,PASS,13.0,1,1,-7,1.0,10.0,25.0,0,46,8,3,4,MFG,2
GB,MIN,PASS,6.0,1,1,7,1.0,10.0,37.0,1,63,11,4,7,TD,2
MIN,GB,RUSH,0.0,0,1,-14,1.0,10.0,25.0,0,8,4,3,1,FUM,2
GB,MIN,PASS,15.0,1,1,14,1.0,10.0,67.0,0,33,4,2,2,TD,2
MIN,GB,PASS,0.0,0,2,-21,1.0,10.0,25.0,0,75,2,1,1,TD,2
GB,MIN,RUSH,10.0,1,2,14,1.0,10.0,25.0,0,47,3,2,1,FUM,2
MIN,GB,PASS,0.0,0,2,-14,1.0,10.0,28.0,0,2,3,1,2,PUNT,2
GB,MIN,RUSH,5.0,1,2,14,1.0,10.0,30.0,0,9,3,3,0,PUNT,2
MIN,GB,RUSH,5.0,1,2,-14,1.0,10.0,21.0,0,8,3,2,1,PUNT,2
GB,MIN,RUSH,6.0,1,2,14,1.0,10.0,23.0,0,4,6,1,5,PUNT,2
MIN,GB,PASS,4.0,1,2,-14,1.0,10.0,40.0,0,4,3,0,3,INT,2
GB,MIN,PASS,5.0,1,2,14,1.0,10.0,53.0,0,20,6,4,2,DWNS,2
MIN,GB,RUSH,4.0,1,2,-14,1.0,10.0,27.0,1,60,6,2,3,FG,2
GB,MIN,PASS,0.0,0,2,11,1.0,10.0,25.0,1,-6,3,0,3,PUNT,2
MIN,GB,RUSH,-2.0,0,3,-11,1.0,10.0,25.0,0,9,3,1,2,PUNT,2
GB,MIN,RUSH,9.0,1,3,11,1.0,10.0,25.0,0,22,6,4,2,FUM,2
GB,MIN,RUSH,11.0,1,3,5,1.0,10.0,25.0,0,15,6,4,2,PUNT,2
MIN,GB,PASS,0.0,0,3,-5,1.0,10.0,12.0,0,43,8,2,6,PUNT,2
GB,MIN,PASS,15.0,1,3,5,1.0,10.0,1.0,1,19,4,1,3,PUNT,2
MIN,GB,RUSH,8.0,1,4,-5,1.0,10.0,23.0,0,16,5,2,3,PUNT,2
GB,MIN,PASS,0.0,0,4,5,1.0,10.0,22.0,1,-6,3,0,3,PUNT,2
MIN,GB,RUSH,5.0,1,4,-5,1.0,10.0,40.0,0,52,9,7,2,INT,2
GB,MIN,PASS,0.0,0,4,5,1.0,10.0,20.0,0,8,3,0,3,PUNT,2
MIN,GB,RUSH,3.0,0,4,-5,1.0,10.0,24.0,0,3,3,1,2,PUNT,2
GB,MIN,RUSH,2.0,0,4,5,1.0,10.0,21.0,0,32,7,6,1,PUNT,2
MIN,GB,PASS,13.0,0,4,-5,1.0,10.0,20.0,0,13,1,0,1,ENDQ,2
MIA,NE,RUSH,1.0,0,1,0,1.0,10.0,25.0,0,-3,3,2,1,PUNT,2
NE,MIA,RUSH,3.0,0,1,0,1.0,10.0,40.0,0,60,10,7,3,TD,2
MIA,NE,PASS,15.0,1,1,-7,1.0,10.0,25.0,0,22,7,3,4,PUNT,2
NE,MIA,PASS,8.0,1,1,7,1.0,10.0,17.0,1,23,5,3,2,PUNT,2
MIA,NE,RUSH,-1.0,0,2,-7,1.0,10.0,8.0,0,9,3,3,0,PUNT,2
NE,MIA,RUSH,6.0,1,2,7,1.0,10.0,29.0,0,41,8,3,4,MFG,2
MIA,NE,PASS,0.0,0,2,-7,1.0,10.0,38.0,0,6,3,0,3,PUNT,2
NE,MIA,PASS,-7.0,0,2,7,1.0,10.0,35.0,0,65,11,6,5,TD,2
MIA,NE,RUSH,3.0,0,2,-13,1.0,10.0,25.0,1,7,3,2,1,PUNT,2
NE,MIA,RUSH,0.0,0,2,13,1.0,10.0,17.0,0,0,1,1,0,ENDQ,2
NE,MIA,PASS,18.0,1,3,13,1.0,10.0,25.0,1,21,4,2,2,PUNT,2
MIA,NE,PASS,0.0,0,3,-13,1.0,10.0,15.0,1,0,3,0,3,INT,2
NE,MIA,PASS,0.0,0,3,13,1.0,10.0,64.0,1,26,10,1,8,FG,2
MIA,NE,PASS,-7.0,0,3,-16,1.0,10.0,25.0,0,-2,3,1,2,PUNT,2
NE,MIA,RUSH,3.0,0,3,16,1.0,10.0,35.0,0,65,8,6,2,TD,2
MIA,NE,PASS,-4.0,0,3,-23,1.0,10.0,35.0,0,-11,3,0,3,PUNT,2
NE,MIA,RUSH,5.0,1,3,23,1.0,10.0,29.0,0,5,4,3,1,PUNT,2
MIA,NE,PASS,4.0,1,4,-23,1.0,10.0,33.0,1,18,5,1,4,INT,2
MIA,NE,PASS,6.0,1,4,-30,1.0,10.0,25.0,1,37,4,0,4,INT,2
MIA,NE,PASS,-8.0,0,4,-37,1.0,10.0,25.0,0,39,10,0,10,DWNS,2
NE,MIA,RUSH,4.0,0,4,37,1.0,10.0,36.0,0,4,1,1,0,FUM,2
MIA,NE,PASS,0.0,0,4,-37,1.0,10.0,59.0,0,0,4,0,4,DWNS,2
NE,MIA,PASS,32.0,1,4,37,1.0,10.0,41.0,1,59,5,2,3,TD,2
MIA,NE,RUSH,3.0,0,4,-43,1.0,10.0,25.0,1,67,10,3,7,INT,2
CIN,SF,PASS,-8.0,0,1,0,1.0,10.0,12.0,0,-1,3,1,2,PUNT,2
SF,CIN,RUSH,6.0,1,1,0,1.0,10.0,49.0,0,51,4,2,2,TD,2
CIN,SF,PASS,47.0,1,1,-7,1.0,10.0,31.0,1,69,9,4,5,TD,2
SF,CIN,PASS,0.0,0,1,0,1.0,10.0,16.0,0,84,8,5,3,TD,2
CIN,SF,RUSH,-2.0,0,1,-7,1.0,10.0,25.0,0,6,5,3,2,PUNT,2
SF,CIN,RUSH,4.0,1,2,7,1.0,10.0,42.0,0,58,6,5,1,TD,2
CIN,SF,PASS,0.0,0,2,-14,1.0,10.0,20.0,1,61,10,3,6,FG,2
SF,CIN,PASS,38.0,1,2,11,1.0,10.0,25.0,1,36,4,1,3,PUNT,2
CIN,SF,RUSH,9.0,1,2,-11,1.0,10.0,3.0,0,43,10,2,8,INT,2
SF,CIN,PASS,11.0,1,2,11,1.0,10.0,33.0,1,52,10,1,8,FG,2
SF,CIN,PASS,39.0,1,3,14,1.0,10.0,25.0,0,75,7,4,3,TD,2
CIN,SF,PASS,6.0,1,3,-21,1.0,10.0,25.0,0,1,6,2,4,PUNT,2
SF,CIN,RUSH,7.0,1,3,21,1.0,10.0,31.0,0,49,8,5,2,FG,2
CIN,SF,PASS,8.0,1,3,-24,1.0,10.0,25.0,1,7,3,0,3,PUNT,2
SF,CIN,PASS,36.0,1,3,24,1.0,10.0,18.0,0,82,6,5,1,TD,2
CIN,SF,RUSH,-2.0,0,4,-31,1.0,10.0,10.0,0,5,3,1,2,PUNT,2
SF,CIN,RUSH,3.0,1,4,31,1.0,10.0,40.0,0,40,10,8,1,MFG,2
CIN,SF,PASS,7.0,1,4,-31,1.0,10.0,29.0,1,45,10,2,8,DWNS,2
SF,CIN,RUSH,3.0,1,4,31,1.0,10.0,26.0,0,7,4,4,0,PUNT,2
CIN,SF,PASS,4.0,1,4,-31,1.0,10.0,28.0,1,72,4,0,4,TD,2
